"last_name, first_name",season,player_id,name_abbrev,team_id,position_name,age,bat_side,seconds_since_hit_000,seconds_since_hit_005,seconds_since_hit_010,seconds_since_hit_015,seconds_since_hit_020,seconds_since_hit_025,seconds_since_hit_030,seconds_since_hit_035,seconds_since_hit_040,seconds_since_hit_045,seconds_since_hit_050,seconds_since_hit_055,seconds_since_hit_060,seconds_since_hit_065,seconds_since_hit_070,seconds_since_hit_075,seconds_since_hit_080,seconds_since_hit_085,seconds_since_hit_090
"Abreu, José",2020,547989,CWS,145,1B,33,R,0,0.58,0.92,1.2,1.45,1.68,1.9,2.11,2.31,2.51,2.7,2.89,3.07,3.26,3.45,3.63,3.81,4,4.21
"Acuña Jr., Ronald",2020,660670,ATL,144,CF,22,R,0,0.56,0.87,1.12,1.35,1.56,1.76,1.95,2.13,2.31,2.48,2.65,2.83,3,3.16,3.33,3.5,3.68,3.86
"Adames, Willy",2020,642715,TB,139,SS,24,R,0,0.56,0.88,1.15,1.39,1.61,1.82,2.01,2.21,2.39,2.57,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.96
"Adell, Jo",2020,666176,LAA,108,RF,21,R,0,0.55,0.85,1.1,1.33,1.55,1.75,1.94,2.13,2.31,2.49,2.66,2.83,3,3.17,3.33,3.5,3.66,3.82
"Aguilar, Jesús",2020,542583,MIA,146,1B,30,R,0,0.58,0.94,1.23,1.5,1.75,1.98,2.21,2.42,2.63,2.83,3.03,3.24,3.44,3.63,3.82,4.02,4.22,4.43
"Ahmed, Nick",2020,605113,AZ,109,SS,30,R,0,0.57,0.9,1.17,1.41,1.63,1.85,2.05,2.25,2.44,2.62,2.81,2.98,3.16,3.34,3.51,3.69,3.86,4.04
"Akiyama, Shogo",2020,673451,CIN,113,LF,32,L,0,0.56,0.88,1.15,1.39,1.61,1.82,2.02,2.22,2.41,2.6,2.78,2.96,3.14,3.32,3.49,3.67,3.85,4.05
"Alberto, Hanser",2020,593643,BAL,110,2B,27,R,0,0.58,0.92,1.19,1.43,1.66,1.87,2.08,2.28,2.47,2.67,2.85,3.03,3.22,3.4,3.57,3.75,3.93,4.12
"Albies, Ozzie",2020,645277,ATL,144,2B,23,L,0,0.54,0.85,1.11,1.34,1.55,1.75,1.94,2.12,2.3,2.48,2.65,2.82,2.99,3.16,3.33,3.5,3.68,3.86
"Albies, Ozzie",2020,645277,ATL,144,2B,23,R,0,0.58,0.89,1.15,1.37,1.59,1.78,1.97,2.16,2.33,2.51,2.68,2.85,3.02,3.19,3.35,3.52,3.68,3.88
"Alfaro, Jorge",2020,595751,MIA,146,C,27,R,0,0.57,0.89,1.15,1.4,1.62,1.84,2.04,2.23,2.41,2.6,2.78,2.96,3.14,3.31,3.48,3.66,3.83,4.03
"Alonso, Pete",2020,624413,NYM,121,1B,25,R,0,0.57,0.91,1.19,1.44,1.67,1.89,2.1,2.31,2.51,2.71,2.9,3.09,3.28,3.46,3.65,3.83,4.02,4.22
"Altuve, Jose",2020,514888,HOU,117,2B,30,R,0,0.55,0.85,1.11,1.34,1.55,1.75,1.94,2.13,2.3,2.48,2.65,2.82,2.98,3.15,3.32,3.48,3.65,3.84
"Anderson, Brian",2020,605119,MIA,146,3B,27,R,0,0.58,0.9,1.18,1.43,1.66,1.88,2.09,2.3,2.5,2.69,2.88,3.07,3.26,3.44,3.63,3.81,4.01,4.2
"Anderson, Tim",2020,641313,CWS,145,SS,27,R,0,0.55,0.86,1.12,1.35,1.56,1.76,1.95,2.14,2.32,2.5,2.67,2.84,3.01,3.17,3.34,3.51,3.68,3.87
"Andrus, Elvis",2020,462101,TEX,140,SS,31,R,0,0.56,0.89,1.16,1.41,1.64,1.86,2.06,2.26,2.46,2.65,2.84,3.03,3.21,3.4,3.58,3.76,3.94,4.14
"Andujar, Miguel",2020,609280,NYY,147,DH,25,R,0,0.57,0.9,1.18,1.43,1.65,1.86,2.06,2.26,2.46,2.65,2.84,3.03,3.21,3.39,3.57,3.75,3.94,4.12
"Arcia, Orlando",2020,606115,MIL,158,SS,25,R,0,0.58,0.92,1.2,1.46,1.69,1.91,2.12,2.33,2.53,2.73,2.92,3.11,3.3,3.49,3.67,3.87,4.07,4.28
"Arenado, Nolan",2020,571448,COL,115,3B,29,R,0,0.57,0.93,1.22,1.49,1.73,1.96,2.18,2.39,2.59,2.8,3,3.2,3.4,3.59,3.79,3.98,4.19,4.39
"Arozarena, Randy",2020,668227,TB,139,LF,25,R,0,0.57,0.89,1.15,1.38,1.6,1.81,2.01,2.19,2.38,2.56,2.73,2.91,3.08,3.25,3.43,3.6,3.77,3.96
"Arraez, Luis",2020,650333,MIN,142,2B,23,L,0,0.56,0.88,1.15,1.39,1.61,1.83,2.03,2.23,2.43,2.62,2.81,3,3.18,3.36,3.55,3.73,3.92,4.13
"Arroyo, Christian",2020,624414,BOS,111,2B,25,R,0,0.54,0.87,1.14,1.39,1.62,1.83,2.03,2.24,2.43,2.62,2.81,2.99,3.18,3.35,3.54,3.73,3.92,4.12
"Bader, Harrison",2020,664056,STL,138,CF,26,R,0,0.56,0.88,1.14,1.38,1.59,1.8,1.99,2.17,2.35,2.53,2.7,2.87,3.04,3.21,3.38,3.54,3.7,3.87
"Barnes, Austin",2020,605131,LAD,119,C,30,R,0,0.55,0.88,1.16,1.41,1.64,1.86,2.07,2.27,2.46,2.66,2.85,3.03,3.22,3.4,3.59,3.78,3.97,4.18
"Barnhart, Tucker",2020,571466,CIN,113,C,29,L,0,0.57,0.92,1.21,1.47,1.71,1.93,2.15,2.37,2.59,2.79,3,3.2,3.39,3.59,3.79,3.98,4.19,4.4
"Barrero, José",2020,676480,CIN,113,SS,22,R,0,0.58,0.91,1.18,1.43,1.66,1.88,2.09,2.29,2.49,2.67,2.85,3.04,3.22,3.4,3.59,3.78,3.97,4.16
"Bart, Joey",2020,663698,SF,137,C,23,R,0,0.55,0.88,1.16,1.41,1.65,1.87,2.08,2.28,2.47,2.67,2.86,3.04,3.23,3.41,3.59,3.76,3.95,4.14
"Bell, Josh",2020,605137,PIT,134,1B,27,L,0,0.57,0.91,1.19,1.45,1.69,1.91,2.13,2.33,2.54,2.73,2.92,3.12,3.3,3.49,3.67,3.86,4.06,4.28
"Bellinger, Cody",2020,641355,LAD,119,CF,24,L,0,0.55,0.86,1.11,1.34,1.55,1.75,1.94,2.12,2.3,2.48,2.66,2.83,3,3.17,3.33,3.5,3.68,3.88
"Belt, Brandon",2020,474832,SF,137,1B,32,L,0,0.57,0.9,1.18,1.43,1.67,1.89,2.11,2.31,2.52,2.72,2.91,3.1,3.29,3.49,3.68,3.87,4.06,4.28
"Bemboom, Anthony",2020,621532,LAA,108,C,30,L,0,0.56,0.9,1.18,1.43,1.66,1.88,2.09,2.3,2.5,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.01,4.22
"Berti, Jon",2020,542932,MIA,146,2B,30,R,0,0.55,0.86,1.11,1.34,1.56,1.76,1.95,2.14,2.32,2.49,2.67,2.84,3.01,3.17,3.34,3.51,3.67,3.84
"Betts, Mookie",2020,605141,LAD,119,RF,27,R,0,0.54,0.86,1.12,1.36,1.58,1.78,1.97,2.17,2.35,2.53,2.71,2.89,3.06,3.23,3.4,3.56,3.73,3.9
"Bichette, Bo",2020,666182,TOR,141,SS,22,R,0,0.55,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.51,3.69,3.87,4.05
"Biggio, Cavan",2020,624415,TOR,141,2B,25,L,0,0.55,0.87,1.14,1.37,1.59,1.8,2,2.19,2.39,2.57,2.75,2.93,3.11,3.28,3.45,3.63,3.81,4
"Blackmon, Charlie",2020,453568,COL,115,RF,33,L,0,0.56,0.88,1.15,1.39,1.61,1.83,2.03,2.23,2.42,2.61,2.79,2.97,3.15,3.33,3.5,3.69,3.87,4.05
"Bogaerts, Xander",2020,593428,BOS,111,SS,27,R,0,0.58,0.9,1.16,1.4,1.62,1.83,2.03,2.23,2.41,2.6,2.78,2.96,3.13,3.3,3.47,3.64,3.82,4
"Bohm, Alec",2020,664761,PHI,143,3B,23,R,0,0.57,0.9,1.18,1.43,1.65,1.87,2.08,2.28,2.47,2.66,2.85,3.03,3.22,3.39,3.57,3.75,3.93,4.12
"Bonifacio, Jorge",2020,593528,DET,116,LF,27,R,0,0.55,0.87,1.14,1.38,1.61,1.82,2.02,2.21,2.4,2.59,2.77,2.94,3.12,3.29,3.46,3.63,3.81,3.99
"Bote, David",2020,623520,CHC,112,3B,27,R,0,0.55,0.87,1.14,1.38,1.61,1.83,2.04,2.24,2.43,2.63,2.82,3,3.18,3.36,3.54,3.72,3.9,4.08
"Bradley Jr., Jackie",2020,598265,BOS,111,CF,30,L,0,0.55,0.87,1.13,1.37,1.59,1.8,2.01,2.2,2.39,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.86,4.06
"Brantley, Michael",2020,488726,HOU,117,DH,33,L,0,0.54,0.86,1.12,1.36,1.58,1.8,2,2.19,2.39,2.58,2.77,2.96,3.14,3.33,3.51,3.7,3.9,4.13
"Braun, Ryan",2020,460075,MIL,158,RF,36,R,0,0.56,0.9,1.17,1.42,1.65,1.87,2.08,2.28,2.47,2.67,2.85,3.04,3.23,3.41,3.6,3.78,3.97,4.15
"Bregman, Alex",2020,608324,HOU,117,3B,26,R,0,0.55,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.8,2.98,3.16,3.34,3.52,3.7,3.88,4.08
"Brinson, Lewis",2020,621446,MIA,146,RF,26,R,0,0.57,0.89,1.16,1.4,1.62,1.84,2.04,2.23,2.42,2.6,2.78,2.96,3.13,3.31,3.48,3.65,3.83,4
"Brosseau, Mike",2020,670712,TB,139,3B,26,R,0,0.56,0.87,1.14,1.38,1.6,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.13,3.31,3.49,3.66,3.84,4.04
"Bruce, Jay",2020,457803,PHI,143,LF,33,L,0,0.56,0.88,1.15,1.39,1.62,1.84,2.05,2.25,2.45,2.65,2.85,3.04,3.24,3.43,3.62,3.83,4.02,4.23
"Bryant, Kris",2020,592178,CHC,112,3B,28,R,0,0.57,0.91,1.19,1.44,1.66,1.88,2.09,2.3,2.49,2.68,2.87,3.05,3.23,3.41,3.59,3.77,3.95,4.14
"Buxton, Byron",2020,621439,MIN,142,CF,26,R,0,0.56,0.87,1.12,1.35,1.56,1.75,1.94,2.13,2.31,2.48,2.65,2.81,2.98,3.14,3.31,3.47,3.63,3.8
"Báez, Javier",2020,595879,CHC,112,SS,27,R,0,0.56,0.88,1.15,1.39,1.61,1.83,2.03,2.23,2.41,2.6,2.78,2.96,3.14,3.31,3.49,3.67,3.84,4.04
"Cabrera, Asdrúbal",2020,452678,WSH,120,1B,34,L,0,0.54,0.89,1.17,1.42,1.67,1.89,2.11,2.33,2.53,2.74,2.93,3.13,3.33,3.53,3.74,3.95,4.16,4.37
"Calhoun, Kole",2020,594777,AZ,109,RF,32,L,0,0.54,0.87,1.14,1.39,1.62,1.84,2.04,2.25,2.45,2.64,2.83,3.02,3.21,3.39,3.57,3.76,3.95,4.17
"Calhoun, Willie",2020,641432,TEX,140,DH,25,L,0,0.58,0.91,1.19,1.45,1.68,1.9,2.11,2.32,2.52,2.72,2.91,3.1,3.3,3.49,3.69,3.89,4.09,4.33
"Camargo, Johan",2020,622666,ATL,144,2B,26,L,0,0.54,0.87,1.14,1.37,1.59,1.8,2.01,2.21,2.42,2.62,2.8,2.99,3.18,3.36,3.54,3.74,3.93,4.13
"Cameron, Daz",2020,663662,DET,116,RF,23,R,0,0.55,0.87,1.11,1.34,1.56,1.76,1.96,2.16,2.34,2.52,2.7,2.88,3.05,3.22,3.39,3.57,3.74,3.93
"Candelario, Jeimer",2020,600869,DET,116,1B,26,L,0,0.54,0.87,1.14,1.38,1.61,1.82,2.04,2.23,2.43,2.62,2.81,2.99,3.17,3.36,3.54,3.72,3.91,4.1
"Canha, Mark",2020,592192,OAK,133,DH,31,R,0,0.56,0.89,1.16,1.41,1.63,1.85,2.05,2.25,2.44,2.63,2.81,3,3.18,3.36,3.53,3.71,3.89,4.07
"Canó, Robinson",2020,429664,NYM,121,2B,37,L,0,0.56,0.9,1.19,1.44,1.68,1.91,2.13,2.33,2.54,2.74,2.94,3.14,3.34,3.53,3.72,3.92,4.12,4.33
"Caratini, Victor",2020,605170,CHC,112,C,26,L,0,0.56,0.89,1.18,1.45,1.69,1.92,2.14,2.35,2.56,2.76,2.96,3.16,3.36,3.57,3.78,4,4.24,4.5
"Carpenter, Matt",2020,572761,STL,138,3B,34,L,0,0.53,0.87,1.15,1.39,1.63,1.85,2.06,2.27,2.47,2.67,2.86,3.05,3.24,3.43,3.63,3.82,4.01,4.23
"Castellanos, Nick",2020,592206,CIN,113,RF,28,R,0,0.57,0.9,1.17,1.42,1.65,1.86,2.07,2.27,2.47,2.66,2.84,3.03,3.21,3.39,3.57,3.74,3.92,4.1
"Castro, Harold",2020,605612,DET,116,RF,26,L,0,0.59,0.93,1.2,1.45,1.69,1.92,2.13,2.34,2.54,2.74,2.93,3.12,3.32,3.51,3.7,3.91,4.12,4.34
"Castro, Willi",2020,650489,DET,116,SS,23,L,0,0.55,0.87,1.14,1.38,1.59,1.8,2,2.19,2.38,2.56,2.74,2.92,3.09,3.27,3.44,3.62,3.79,3.95
"Cave, Jake",2020,595909,MIN,142,CF,27,L,0,0.54,0.86,1.12,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.74,2.92,3.1,3.27,3.45,3.63,3.81,4.01
"Chapman, Matt",2020,656305,OAK,133,3B,27,R,0,0.58,0.92,1.19,1.43,1.66,1.87,2.08,2.27,2.46,2.65,2.83,3.01,3.2,3.37,3.55,3.72,3.9,4.07
"Chavis, Michael",2020,656308,BOS,111,1B,24,R,0,0.57,0.89,1.15,1.39,1.62,1.82,2.03,2.23,2.41,2.6,2.78,2.96,3.14,3.31,3.49,3.66,3.84,4.03
"Chirinos, Robinson",2020,455139,NYM,121,C,36,R,0,0.6,0.95,1.24,1.5,1.75,1.98,2.19,2.41,2.63,2.84,3.06,3.27,3.48,3.68,3.89,4.1,4.35,4.61
"Choi, Ji Man",2020,596847,TB,139,1B,29,L,0,0.58,0.92,1.2,1.46,1.69,1.92,2.14,2.35,2.55,2.75,2.95,3.15,3.35,3.56,3.76,3.98,4.21,4.41
"Choo, Shin-Soo",2020,425783,TEX,140,LF,37,L,0,0.57,0.9,1.17,1.42,1.65,1.86,2.07,2.27,2.47,2.66,2.85,3.04,3.23,3.41,3.6,3.79,3.98,4.18
"Conforto, Michael",2020,624424,NYM,121,RF,27,L,0,0.56,0.89,1.16,1.41,1.64,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.74,3.92,4.12
"Contreras, Willson",2020,575929,CHC,112,C,28,R,0,0.58,0.91,1.17,1.41,1.63,1.85,2.05,2.26,2.45,2.64,2.82,3.01,3.19,3.36,3.54,3.72,3.9,4.09
"Cooper, Garrett",2020,643265,MIA,146,1B,29,R,0,0.58,0.91,1.19,1.44,1.67,1.89,2.11,2.31,2.51,2.7,2.89,3.08,3.27,3.45,3.64,3.82,4.01,4.21
"Correa, Carlos",2020,621043,HOU,117,SS,25,R,0,0.56,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.41,2.6,2.78,2.96,3.13,3.31,3.48,3.66,3.84,4.03
"Crawford, Brandon",2020,543063,SF,137,SS,33,L,0,0.56,0.89,1.16,1.41,1.64,1.85,2.07,2.27,2.47,2.67,2.87,3.06,3.25,3.44,3.62,3.82,4.01,4.19
"Crawford, J.P.",2020,641487,SEA,136,SS,25,L,0,0.57,0.89,1.17,1.41,1.64,1.85,2.06,2.25,2.45,2.64,2.82,3.01,3.19,3.38,3.56,3.75,3.93,4.13
"Cronenworth, Jake",2020,630105,SD,135,2B,26,L,0,0.54,0.84,1.1,1.33,1.55,1.75,1.95,2.13,2.32,2.49,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.88
"Cruz, Nelson",2020,443558,MIN,142,DH,39,R,0,0.58,0.92,1.2,1.45,1.69,1.91,2.12,2.33,2.54,2.73,2.93,3.12,3.31,3.5,3.7,3.89,4.09,4.29
"Dahl, David",2020,621311,COL,115,CF,26,L,0,0.55,0.86,1.12,1.35,1.57,1.78,1.99,2.18,2.37,2.56,2.74,2.91,3.09,3.27,3.45,3.64,3.83,4.02
"Davis, J.D.",2020,605204,NYM,121,3B,27,R,0,0.57,0.89,1.16,1.41,1.63,1.84,2.05,2.24,2.43,2.62,2.81,2.99,3.17,3.34,3.52,3.69,3.87,4.05
"Davis, Khris",2020,501981,OAK,133,DH,32,R,0,0.55,0.88,1.15,1.4,1.63,1.85,2.06,2.26,2.46,2.66,2.85,3.05,3.24,3.44,3.63,3.83,4.02,4.23
"DeJong, Paul",2020,657557,STL,138,SS,26,R,0,0.57,0.89,1.16,1.41,1.63,1.85,2.05,2.25,2.44,2.64,2.82,3.01,3.19,3.37,3.55,3.74,3.92,4.14
"DeShields, Delino",2020,592261,CLE,114,CF,27,R,0,0.56,0.88,1.14,1.37,1.59,1.79,1.98,2.17,2.36,2.54,2.71,2.89,3.06,3.23,3.4,3.57,3.75,3.95
"Delmonico, Nicky",2020,547170,CWS,145,RF,27,L,0,0.54,0.86,1.13,1.38,1.62,1.83,2.04,2.25,2.45,2.64,2.83,3.02,3.2,3.39,3.57,3.76,3.95,4.16
"Devers, Rafael",2020,646240,BOS,111,3B,23,L,0,0.58,0.91,1.18,1.42,1.65,1.85,2.06,2.25,2.44,2.63,2.81,3,3.18,3.36,3.54,3.72,3.92,4.12
"Dickerson, Alex",2020,543105,SF,137,LF,30,L,0,0.56,0.89,1.16,1.41,1.63,1.84,2.05,2.24,2.43,2.63,2.82,3,3.18,3.36,3.54,3.72,3.9,4.09
"Dickerson, Corey",2020,572816,MIA,146,LF,31,L,0,0.56,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.61,2.79,2.98,3.16,3.34,3.51,3.69,3.89,4.08
"Dietrich, Derek",2020,518618,TEX,140,DH,30,L,0,0.56,0.88,1.16,1.4,1.63,1.85,2.06,2.25,2.45,2.64,2.82,3.01,3.19,3.38,3.56,3.74,3.93,4.14
"Donaldson, Josh",2020,518626,MIN,142,3B,34,R,0,0.57,0.9,1.18,1.44,1.69,1.92,2.14,2.35,2.55,2.75,2.94,3.13,3.32,3.51,3.71,3.9,4.11,4.33
"Dozier, Hunter",2020,641531,KC,118,1B,28,R,0,0.57,0.9,1.17,1.42,1.64,1.86,2.06,2.26,2.45,2.64,2.82,3,3.18,3.35,3.53,3.7,3.88,4.07
"Dubón, Mauricio",2020,643289,SF,137,CF,25,R,0,0.55,0.87,1.13,1.36,1.58,1.79,1.99,2.18,2.37,2.55,2.73,2.91,3.09,3.27,3.44,3.62,3.79,3.97
"Duvall, Adam",2020,594807,ATL,144,LF,31,R,0,0.56,0.89,1.16,1.4,1.62,1.83,2.02,2.22,2.4,2.59,2.77,2.94,3.12,3.29,3.46,3.64,3.81,3.98
"Dyson, Jarrod",2020,502481,CWS,145,CF,35,L,0,0.53,0.83,1.08,1.31,1.52,1.72,1.91,2.09,2.27,2.45,2.62,2.8,2.97,3.15,3.33,3.52,3.72,3.94
"Díaz, Aledmys",2020,649557,HOU,117,2B,29,R,0,0.56,0.9,1.16,1.41,1.64,1.85,2.06,2.26,2.45,2.64,2.83,3.01,3.19,3.37,3.55,3.73,3.91,4.1
"Díaz, Yandy",2020,650490,TB,139,3B,28,R,0,0.56,0.9,1.18,1.44,1.67,1.89,2.11,2.31,2.51,2.71,2.9,3.1,3.28,3.47,3.66,3.85,4.04,4.24
"Eaton, Adam",2020,594809,WSH,120,RF,31,L,0,0.56,0.88,1.15,1.38,1.6,1.81,2,2.19,2.38,2.56,2.74,2.92,3.09,3.27,3.44,3.62,3.8,3.98
"Edman, Tommy",2020,669242,STL,138,3B,25,R,0,0.56,0.88,1.14,1.36,1.58,1.78,1.98,2.16,2.35,2.53,2.7,2.87,3.05,3.22,3.39,3.55,3.72,3.89
"Edman, Tommy",2020,669242,STL,138,3B,25,L,0,0.54,0.85,1.1,1.34,1.55,1.76,1.95,2.14,2.32,2.5,2.68,2.85,3.03,3.2,3.37,3.54,3.71,3.9
"Encarnación, Edwin",2020,429665,CWS,145,DH,37,R,0,0.56,0.9,1.18,1.43,1.67,1.89,2.1,2.31,2.51,2.72,2.91,3.1,3.29,3.48,3.66,3.85,4.04,4.24
"Engel, Adam",2020,641553,CWS,145,RF,28,R,0,0.54,0.84,1.09,1.31,1.51,1.71,1.9,2.09,2.27,2.44,2.61,2.78,2.94,3.11,3.27,3.44,3.6,3.76
"Ervin, Phillip",2020,640447,SEA,136,RF,27,R,0,0.54,0.85,1.12,1.37,1.59,1.81,2.01,2.21,2.4,2.59,2.77,2.95,3.12,3.3,3.48,3.66,3.84,4.03
"Escobar, Eduardo",2020,500871,AZ,109,3B,31,L,0,0.55,0.87,1.13,1.37,1.6,1.81,2.01,2.21,2.39,2.58,2.76,2.94,3.11,3.28,3.46,3.63,3.82,4.02
"Estrada, Thairo",2020,642731,NYY,147,2B,24,R,0,0.57,0.9,1.17,1.42,1.65,1.86,2.07,2.27,2.46,2.66,2.85,3.04,3.22,3.41,3.6,3.79,3.97,4.17
"Farmer, Kyle",2020,571657,CIN,113,SS,29,R,0,0.58,0.91,1.18,1.42,1.65,1.86,2.06,2.26,2.46,2.65,2.83,3.02,3.19,3.37,3.55,3.73,3.91,4.1
"Fletcher, David",2020,664058,LAA,108,SS,26,R,0,0.55,0.87,1.13,1.37,1.6,1.81,2.01,2.21,2.4,2.58,2.77,2.95,3.13,3.31,3.49,3.67,3.84,4.03
"Flores, Wilmer",2020,527038,SF,137,DH,28,R,0,0.57,0.92,1.21,1.47,1.71,1.94,2.16,2.38,2.58,2.78,2.98,3.18,3.37,3.56,3.76,3.95,4.15,4.36
"Ford, Mike",2020,645801,NYY,147,1B,27,L,0,0.58,0.93,1.22,1.48,1.72,1.94,2.16,2.37,2.58,2.78,2.99,3.18,3.38,3.58,3.78,3.98,4.19,4.42
"France, Ty",2020,664034,SEA,136,DH,25,R,0,0.56,0.91,1.2,1.46,1.7,1.92,2.14,2.35,2.56,2.76,2.96,3.15,3.35,3.54,3.73,3.93,4.12,4.33
"Franco, Maikel",2020,596748,KC,118,3B,27,R,0,0.56,0.91,1.2,1.45,1.69,1.92,2.13,2.34,2.54,2.74,2.93,3.13,3.32,3.51,3.69,3.88,4.08,4.28
"Frazier, Adam",2020,624428,PIT,134,2B,28,L,0,0.55,0.88,1.15,1.39,1.62,1.84,2.04,2.24,2.43,2.62,2.81,3,3.18,3.36,3.54,3.71,3.9,4.08
"Frazier, Clint",2020,640449,NYY,147,RF,25,R,0,0.54,0.86,1.12,1.36,1.58,1.79,2,2.19,2.38,2.57,2.76,2.94,3.12,3.29,3.47,3.65,3.82,4
"Frazier, Todd",2020,453943,NYM,121,3B,34,R,0,0.56,0.9,1.18,1.44,1.67,1.9,2.12,2.34,2.55,2.76,2.96,3.16,3.36,3.56,3.77,3.98,4.2,4.42
"Freeman, Freddie",2020,518692,ATL,144,1B,30,L,0,0.55,0.88,1.16,1.41,1.64,1.86,2.06,2.26,2.45,2.64,2.83,3.01,3.2,3.38,3.56,3.74,3.93,4.15
"Fuentes, Joshua",2020,658069,COL,115,1B,27,R,0,0.59,0.92,1.2,1.45,1.67,1.89,2.1,2.3,2.49,2.68,2.87,3.05,3.23,3.41,3.59,3.77,3.95,4.14
"Gallagher, Cam",2020,595956,KC,118,C,27,R,0,0.58,0.93,1.22,1.48,1.72,1.94,2.16,2.37,2.57,2.79,2.99,3.18,3.38,3.58,3.77,3.96,4.16,4.37
"Gallo, Joey",2020,608336,TEX,140,RF,26,L,0,0.58,0.91,1.19,1.43,1.67,1.88,2.09,2.29,2.49,2.68,2.87,3.06,3.24,3.42,3.61,3.79,3.97,4.18
"Galvis, Freddy",2020,520471,CIN,113,SS,30,L,0,0.58,0.91,1.19,1.44,1.67,1.89,2.11,2.32,2.52,2.71,2.9,3.09,3.28,3.47,3.66,3.84,4.04,4.25
"Garcia, Greg",2020,594824,SD,135,2B,30,L,0,0.56,0.88,1.15,1.4,1.62,1.83,2.05,2.25,2.44,2.63,2.82,3.01,3.19,3.37,3.55,3.73,3.92,4.12
